ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
0,1,0,3,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1
2,2,3,1,2,2,1,2,1,1,2,1,1,2,0,4,1,1,2,2,2,2
3,3,3,3,4,5,5,0,4,2,2,1,5,3,5,3,4,5,4,7,2,6
4,3,4,5,4,1,2,8,5,4,5,4,4,3,2,4,3,5,4,7,4,6
5,2,4,1,2,1,2,1,0,2,1,1,0,3,2,1,2,2,2,2,1,2
6,0,1,1,0,1,1,1,2,3,2,2,1,1,2,1,3,3,1,2,1,1
7,11,8,6,8,17,11,13,13,13,14,7,23,15,7,7,40,12,2,5,13,11
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,5,23,14,19,16,19,15,8,5,24,12,9,16,14,18,12,1,14,13,3,7
10,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0
13,0,2,1,1,1,2,0,1,0,0,2,2,2,1,1,1,1,0,0,1,1
14,8,7,8,8,8,8,7,8,7,7,7,8,6,8,8,7,7,8,7,8,7
15,5,5,4,5,5,5,5,5,4,5,5,5,5,6,4,4,6,6,5,5,4
16,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1
17,3,8,6,10,3,5,4,7,3,3,9,0,9,6,0,8,4,3,13,6,8
18,5,8,13,12,5,5,1,8,7,17,12,14,18,9,11,10,16,10,6,14,11
19,5,3,2,3,6,7,6,6,3,4,6,2,3,6,8,7,7,10,8,5,1
20,1,1,0,1,3,1,1,3,1,0,3,3,0,0,2,1,3,2,1,3,4
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
23,2,1,1,2,3,2,2,2,1,2,1,1,1,1,2,3,3,4,3,3,2
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,2,2,2,0,1,0,1,1,2,1,0,1,0,1,0,0,1,0,0,2,1
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
29,0,2,2,2,1,1,3,1,2,3,3,3,4,4,2,2,6,2,2,3,4
30,3,4,3,3,4,1,3,3,3,2,3,4,2,2,7,5,3,3,2,1,2
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,9,13,6,8,8,8,7,8,10,10,8,7,8,9,7,12,9,10,12,9,9
33,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0
34,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
35,8,7,6,6,6,11,11,8,6,8,9,5,8,10,10,9,6,10,8,10,9
36,11,8,10,6,11,10,3,7,5,3,6,2,4,5,12,10,7,8,7,2,7
37,0,2,1,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,24,0,0,34,27,11,0,23,42,128,53,116,28,143,51,109,58,34,84,40
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5,11,6,3,18,6,9,7,4,2,1,7,7,13,9,0,2,4,0,8,3
43,8,12,6,8,4,1,5,6,8,0,12,12,5,9,6,15,7,0,1,1,2
44,0,6,6,15,7,5,6,9,8,16,10,12,26,13,14,0,7,12,14,12,16
45,3,2,2,3,3,3,3,2,2,3,2,3,2,3,2,2,3,2,2,2,3
46,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2
47,20,23,25,18,16,18,31,32,27,36,33,40,36,18,23,16,20,32,40,19,32
48,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0
49,1,2,2,0,1,3,1,2,1,2,3,1,2,2,2,1,1,1,1,3,4
50,6,6,7,5,6,6,6,5,6,6,6,5,6,6,5,7,7,6,5,5,6
51,15,17,25,14,14,19,14,16,16,16,16,19,17,22,17,20,23,22,22,20,25
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,2,0,0,1,1,1,1,1,2,2,3,2,1,3,1,1,2,4,3,2
54,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
55,5,3,3,8,2,2,4,5,2,4,7,7,4,4,2,4,2,4,8,3,4
56,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0
57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
58,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,0,0,1,1,1,1,0,2,0,2,1,2,0,1,0,1,0,0,0,1
61,2,2,2,2,1,1,1,1,1,2,2,1,0,0,1,2,1,3,0,1,1
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,1,0,0,0,1,1,1,2,0,1,1,1,1,1,0,1,0,0,0
66,1,2,1,1,3,4,2,1,1,3,1,2,2,1,1,2,1,2,3,2,2
67,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,2,0,0,1,2
68,2,2,3,2,2,1,5,3,4,3,4,6,7,4,5,7,5,5,5,3,5
69,0,0,1,1,1,1,0,0,1,1,0,2,0,1,1,1,1,1,3,2,1
70,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0
71,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
